,0,1,2,3,4,5,6
0,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,-1.224744871391589,-1.224744871391589,-0.5603493479725498
1,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,-1.224744871391589,0.0,-0.5603493479725498
2,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,-1.224744871391589,1.224744871391589,-0.5603493479725498
3,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,0.0,-1.224744871391589,-0.5603493479725498
4,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,0.0,0.0,-0.5603493479725498
5,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,0.0,1.224744871391589,-0.5603493479725498
6,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,1.224744871391589,-1.224744871391589,-0.5603493479725498
7,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,1.224744871391589,0.0,-0.5603493479725498
8,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,-1.3363062095621219,1.224744871391589,1.224744871391589,-0.5603493479725498
9,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,-1.224744871391589,-1.224744871391589,-0.5603493479725498
10,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,-1.224744871391589,0.0,-0.5603493479725498
11,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,-1.224744871391589,1.224744871391589,-0.5603493479725498
12,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,0.0,-1.224744871391589,-0.5603493479725498
13,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,0.0,0.0,-0.5603493479725498
14,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,0.0,1.224744871391589,-0.5603493479725498
15,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,1.224744871391589,-1.224744871391589,-0.5603493479725498
16,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,1.224744871391589,0.0,-0.5603493479725498
17,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,0.2672612419124245,1.224744871391589,1.224744871391589,-0.5603493479725498
18,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,-1.224744871391589,-1.224744871391589,-0.5603493479725498
19,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,-1.224744871391589,0.0,-0.5603493479725498
20,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,-1.224744871391589,1.224744871391589,-0.5603493479725498
21,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,0.0,-1.224744871391589,-0.5603493479725498
22,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,0.0,0.0,-0.5603493479725498
23,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,0.0,1.224744871391589,-0.5603493479725498
24,-1.3416407864998738,-1.3416407864998738,-1.3416407864998738,1.0690449676496978,1.224744871391589,-1.224744871391589,-0.5603493479725498
